Age,Gender,Education,Income Level,Emp Experience,Home Ownership,Loan Amount,Loan Intent,Interest Rate,Credit Score
23,male,Master,63000,0,Mortgage,4750,Venture,13.35,610
23,female,Associate,55000,5,Rent,6500,Venture,10.96,676
21,female,High School,55000,0,Rent,6500,Venture,10.74,636
26,female,Master,56000,1,Rent,6500,Medical,10.99,661
22,male,Master,57000,0,Mortgage,15000,Debt Settlement,12.86,622
23,female,Bachelor,64000,0,Mortgage,15000,Venture,16.49,611
22,female,Associate,57000,0,Mortgage,9500,Debt Settlement,12.69,616
22,male,Bachelor,64000,0,Mortgage,4000,Debt Settlement,10.65,537
22,female,High School,55000,0,Rent,6500,Medical,13.99,648
22,female,Master,64000,0,Mortgage,8000,Debt Settlement,15.23,589
23,male,Master,57000,0,Mortgage,5000,Medical,7.49,608
22,female,Associate,65000,3,Rent,6500,Education,10.65,612
21,male,Master,68000,0,Rent,6500,Debt Settlement,13.98,659
22,male,Associate,72000,0,Rent,6500,Education,10.95,667
26,male,Bachelor,64000,4,Mortgage,15250,Personal,9.63,664
25,female,Associate,64000,5,Mortgage,7000,Home Renovate,5.79,660
22,male,Associate,73000,0,Rent,6500,Personal,9.25,677
25,male,Bachelor,64000,0,Mortgage,9000,Debt Settlement,7.88,602
21,male,Associate,76000,0,Rent,6500,Medical,11.01,521
22,male,Bachelor,77000,0,Rent,6500,Debt Settlement,11.86,672
25,female,Bachelor,80000,5,Rent,6500,Debt Settlement,10.25,725
22,female,Associate,64000,1,Mortgage,6400,Personal,14.54,643
25,female,Bachelor,57000,2,Mortgage,2000,Personal,12.69,540
23,female,Bachelor,85000,0,Rent,6500,Venture,13.23,624
25,female,Bachelor,88000,3,Rent,6500,Home Renovate,7.74,683
24,male,Master,88000,0,Rent,6500,Debt Settlement,11.01,703
26,male,Bachelor,64000,2,Mortgage,4000,Personal,7.4,642
22,male,Bachelor,64000,2,Mortgage,5000,Education,9.63,607
25,male,Bachelor,64000,3,Mortgage,11000,Debt Settlement,8.94,610
24,male,Bachelor,64000,1,Mortgage,8000,Home Renovate,9.38,619
23,male,Associate,65000,0,Mortgage,8000,Personal,7.51,663
25,female,High School,91000,3,Rent,6500,Education,13.57,598
23,male,Associate,64000,0,Mortgage,2625,Education,11.71,657
23,female,Bachelor,97000,4,Rent,6500,Venture,7.51,670
23,female,High School,102000,1,Rent,6500,Venture,11.01,638
25,female,Associate,102000,3,Rent,6500,Education,11.89,613
24,male,Bachelor,64000,2,Mortgage,3600,Debt Settlement,7.9,621
25,male,High School,104000,3,Rent,6500,Debt Settlement,12.98,633
25,female,High School,57000,2,Mortgage,6000,Medical,5.42,619
22,female,Bachelor,64000,2,Mortgage,4000,Venture,10.99,684
22,male,Bachelor,64000,2,Own,4800,Education,17.49,629
24,female,Associate,111000,3,Rent,6500,Education,9.88,595
23,female,High School,111000,0,Rent,6500,Personal,8,633
22,male,Master,64000,0,Own,7000,Medical,6.99,579
24,female,Associate,115000,1,Rent,6500,Personal,8.49,578
26,male,Associate,65000,4,Mortgage,1925,Medical,6.76,698
22,female,High School,65000,0,Mortgage,7000,Personal,6.76,607
24,female,Bachelor,65000,4,Mortgage,4000,Education,7.88,536
22,female,High School,65000,0,Mortgage,6000,Personal,13.98,642
22,female,Master,58000,1,Rent,6550,Venture,10.65,686
23,female,High School,55000,0,Rent,6575,Medical,8,489
24,male,Bachelor,104000,2,Rent,6575,Education,6.99,567
24,male,Master,27000,1,Rent,6600,Education,12.68,586
26,female,Master,57000,0,Mortgage,5000,Medical,12.87,671
23,male,Master,27000,0,Rent,6600,Education,11.11,512
26,female,High School,36000,1,Rent,6600,Education,11.01,642
24,male,Associate,37000,4,Rent,6600,Home Renovate,13.06,642
22,male,High School,37000,2,Rent,6600,Medical,10.33,641
23,female,Bachelor,43000,0,Rent,6600,Education,7.49,616
26,female,Master,43000,4,Rent,6600,Medical,8.59,638
25,male,Bachelor,45000,0,Rent,6600,Medical,11.49,679
25,male,High School,65000,5,Own,7200,Home Renovate,9.91,620
22,female,Master,48000,3,Rent,6600,Medical,11.01,647
25,male,Master,65000,5,Mortgage,6000,Home Renovate,6.62,681
26,male,Associate,50000,3,Rent,6600,Debt Settlement,13.85,638
26,female,Associate,50000,4,Rent,6600,Debt Settlement,8,605
25,male,High School,51000,7,Rent,6600,Medical,10.65,640
22,female,Bachelor,51000,0,Rent,6600,Medical,16.89,608
23,female,High School,59000,2,Rent,6600,Education,11.11,621
26,female,Master,65000,1,Own,2500,Home Renovate,9.91,647
23,male,High School,63000,1,Rent,6600,Debt Settlement,7.49,677
24,male,Master,65000,4,Mortgage,8000,Home Renovate,6.03,652
25,male,Bachelor,57000,5,Mortgage,12000,Education,6.62,640
22,male,Bachelor,65000,0,Mortgage,1000,Debt Settlement,15.27,626
24,female,Associate,63000,0,Rent,6600,Home Renovate,11.01,599
21,female,Associate,64000,1,Own,3000,Medical,7.51,492
26,male,Master,64000,4,Mortgage,11500,Medical,14.65,713
26,female,High School,66000,2,Rent,6600,Personal,11.97,601
22,male,High School,73000,0,Rent,6600,Debt Settlement,10.59,686
25,female,Associate,65000,3,Mortgage,10800,Venture,7.51,627
22,male,High School,73000,0,Rent,6600,Personal,10.99,536
26,female,Bachelor,65000,2,Mortgage,2800,Home Renovate,6.03,678
22,male,Master,78000,0,Rent,6600,Medical,8.9,572
26,female,Master,64000,4,Mortgage,12000,Venture,5.99,592
22,male,High School,65000,0,Mortgage,5025,Debt Settlement,7.49,648
23,female,Associate,85000,1,Rent,6600,Venture,12.84,646
26,female,High School,65000,7,Own,6000,Venture,9.99,659
25,female,Bachelor,117000,4,Rent,6600,Venture,11.01,646
25,female,Bachelor,123000,3,Rent,6600,Venture,10.99,691
25,male,High School,64000,6,Mortgage,12375,Venture,13.49,619
24,female,Master,65000,0,Mortgage,15000,Venture,11.01,648
22,male,Master,64000,3,Mortgage,7350,Venture,14.79,672
25,female,Associate,17000,2,Rent,6625,Debt Settlement,8.63,615
23,male,High School,21000,0,Rent,6625,Education,6.03,595
21,male,High School,35000,0,Rent,6625,Debt Settlement,13.06,675
22,male,High School,57000,1,Mortgage,24000,Medical,10.37,646
26,male,Bachelor,35000,3,Rent,6625,Education,12.92,620
24,male,Bachelor,65000,1,Mortgage,6850,Venture,6.92,706
22,male,High School,64000,0,Mortgage,5000,Personal,5.42,615
24,male,Bachelor,61000,3,Rent,6625,Medical,11.22,673
24,male,Bachelor,65000,1,Mortgage,10000,Home Renovate,14.91,632
24,male,Associate,69000,0,Rent,6625,Venture,11.22,636
25,female,Associate,42000,3,Rent,6650,Venture,8.9,661
24,female,High School,68000,0,Rent,6650,Venture,12.69,622
21,female,Associate,64000,0,Mortgage,18000,Venture,13.8,663
22,female,Associate,88000,1,Rent,6650,Personal,11.01,667
22,male,Bachelor,15000,1,Rent,6700,Education,7.66,543
21,male,Bachelor,27000,0,Rent,6700,Debt Settlement,6.92,550
23,female,Bachelor,31000,2,Rent,6700,Education,13.8,673
22,male,Bachelor,65000,3,Mortgage,6600,Venture,14.46,686
26,female,Associate,65000,5,Mortgage,8000,Debt Settlement,11.01,604
22,male,Bachelor,34000,0,Rent,6700,Venture,15.31,696
22,male,Bachelor,44000,0,Rent,6700,Personal,14.11,694
22,male,Bachelor,65000,0,Mortgage,8000,Venture,16.82,557
22,female,Bachelor,59000,0,Rent,6700,Debt Settlement,11.99,685
22,female,High School,88000,0,Rent,6700,Personal,13.47,645
26,male,Master,65000,4,Mortgage,8000,Debt Settlement,7.88,621
23,male,High School,103000,5,Rent,6700,Medical,15.23,623
23,male,Bachelor,57000,0,Mortgage,16000,Medical,14.35,687
22,male,Bachelor,65000,0,Mortgage,7750,Debt Settlement,7.14,636
21,male,High School,65000,0,Own,14400,Personal,11.36,625
22,male,Associate,65000,0,Mortgage,8000,Personal,16.07,584
23,female,Bachelor,85000,0,Rent,6725,Debt Settlement,6.62,625
26,male,Associate,50000,5,Rent,6750,Education,5.99,511
25,male,Bachelor,51000,3,Rent,6750,Medical,17.27,502
25,female,High School,91000,3,Rent,6775,Venture,7.9,661
26,male,Master,65000,3,Own,16000,Personal,10.25,635
24,male,Master,65000,3,Own,9800,Home Renovate,7.51,644
23,female,High School,34000,0,Rent,6800,Education,8.9,613
22,female,Associate,64000,0,Own,2250,Venture,10.62,599
22,female,Bachelor,34000,2,Rent,6800,Medical,8.49,670
24,female,Bachelor,65000,1,Own,3350,Medical,6.76,708
25,male,Associate,36000,0,Rent,6800,Education,9.63,661
22,female,Associate,36000,0,Rent,6800,Venture,10.59,608
22,male,Bachelor,65000,1,Mortgage,10000,Education,17.39,686
24,male,Master,38000,1,Rent,6800,Education,20,612
22,female,Master,45000,0,Rent,6800,Personal,7.14,554
22,female,Bachelor,64000,0,Mortgage,2500,Education,7.4,639
25,female,Master,65000,4,Mortgage,10750,Venture,11.14,567
25,male,High School,64000,4,Mortgage,16000,Medical,12.53,603
22,male,High School,39000,0,Rent,6800,Venture,14.11,559
24,female,Associate,47000,0,Rent,6800,Personal,7.68,573
24,male,High School,65000,1,Mortgage,7200,Home Renovate,14.42,654
22,male,High School,50000,1,Rent,6800,Personal,11.59,652
21,female,Master,55000,0,Rent,6800,Personal,5.79,548
24,female,Associate,65000,0,Mortgage,6400,Education,13.67,640
23,male,High School,56000,0,Rent,6800,Venture,15.65,666
23,female,High School,57000,1,Rent,6800,Home Renovate,10.65,535
22,male,High School,65000,0,Mortgage,4000,Debt Settlement,10.39,567
26,female,Bachelor,65000,5,Rent,6800,Education,9.91,593
21,male,Master,64000,1,Mortgage,12000,Personal,13.24,530
24,female,High School,65000,0,Mortgage,21000,Venture,10.65,681
25,female,Bachelor,65000,1,Mortgage,4800,Venture,5.42,687
26,male,Bachelor,64000,1,Mortgage,5000,Debt Settlement,10,624
24,male,Associate,66000,1,Rent,6800,Home Renovate,10.59,625
23,female,High School,64000,2,Mortgage,10000,Personal,5.79,646
24,female,High School,65000,5,Mortgage,2400,Debt Settlement,10.36,598
25,male,Associate,65000,1,Own,2000,Education,10.75,683
23,male,Bachelor,59000,1,Rent,6800,Personal,6.54,574
22,male,Associate,65000,0,Mortgage,1500,Education,13.79,672
23,male,Associate,67000,0,Rent,6800,Venture,11.49,662
22,male,High School,67000,0,Rent,6800,Education,11.99,623
24,female,Associate,73000,3,Rent,6800,Venture,7.51,574
22,male,Bachelor,80000,0,Rent,6800,Personal,10.37,603
26,female,Bachelor,65000,4,Own,13000,Venture,7.9,661
25,male,Bachelor,83000,0,Rent,6800,Debt Settlement,8.49,617
22,female,High School,65000,0,Mortgage,6500,Education,13.61,683
23,male,Master,57000,0,Mortgage,25000,Medical,7.49,705
26,male,Bachelor,65000,3,Mortgage,4000,Medical,6.76,629
23,female,Bachelor,65000,0,Mortgage,7000,Debt Settlement,7.49,573
24,female,High School,65000,3,Mortgage,13500,Personal,10.99,654
25,male,High School,85000,3,Rent,6800,Home Renovate,5.42,618
22,male,High School,93000,0,Rent,6800,Education,13.22,625
25,female,Master,116000,0,Rent,6500,Medical,14.61,655
23,female,High School,31000,0,Rent,6475,Debt Settlement,9.91,484
25,male,High School,65000,4,Rent,6475,Personal,10.59,652
23,male,Bachelor,97000,2,Rent,6475,Personal,6.99,496
26,male,Associate,58000,1,Mortgage,6000,Home Renovate,14.61,672
22,male,High School,36000,0,Rent,6450,Home Renovate,11.01,637
26,female,High School,65000,4,Own,13600,Education,10.99,698
25,male,High School,38000,3,Rent,6450,Home Renovate,14.42,691
25,female,Bachelor,65000,0,Own,15000,Education,6.03,589
24,male,High School,85000,2,Rent,6425,Medical,13.72,631
23,female,Associate,65000,0,Mortgage,2000,Debt Settlement,9.62,590
21,male,High School,25000,0,Rent,6400,Personal,10.99,522
22,female,Master,30000,0,Rent,6400,Education,11.01,552
21,female,Bachelor,30000,0,Rent,6400,Education,10.95,655
23,female,Master,31000,0,Rent,6400,Education,12.84,636
24,male,Associate,33000,0,Rent,6400,Medical,10.37,635
24,male,Associate,34000,0,Rent,6400,Venture,14.75,619
22,male,Bachelor,36000,3,Rent,6400,Education,11.01,710
25,male,Associate,36000,6,Rent,6400,Home Renovate,16.29,511
23,female,Associate,37000,0,Rent,6400,Education,6.99,626
26,male,Bachelor,65000,5,Mortgage,6000,Personal,7.88,612
22,male,Master,37000,1,Rent,6400,Home Renovate,15.99,597
23,male,Master,37000,1,Rent,6400,Venture,11.01,641
23,male,Bachelor,37000,0,Rent,6400,Medical,11.01,687
23,female,Bachelor,65000,0,Mortgage,15000,Education,10.75,657
21,female,Associate,65000,0,Mortgage,16000,Education,15.65,640
22,male,Bachelor,37000,2,Rent,6400,Debt Settlement,16,596
23,female,Associate,66000,0,Mortgage,8600,Education,6.03,603
25,male,Master,66000,2,Mortgage,10750,Home Renovate,5.79,667
25,male,Bachelor,38000,4,Rent,6400,Medical,11.49,541
26,female,Bachelor,39000,0,Rent,6400,Venture,7.51,615
24,female,Bachelor,66000,2,Mortgage,6000,Debt Settlement,10.99,624
23,male,Associate,58000,0,Mortgage,18000,Medical,10.95,609
22,female,Associate,66000,1,Mortgage,6000,Personal,8.9,644
22,male,Associate,38000,0,Rent,6400,Medical,9.32,642
22,female,High School,65000,0,Mortgage,11700,Medical,12.87,603
21,female,Master,65000,0,Mortgage,12000,Debt Settlement,10,597
21,male,High School,66000,0,Mortgage,2700,Personal,14.72,678
22,male,Bachelor,66000,1,Mortgage,11500,Venture,5.99,634
22,male,High School,66000,0,Own,6400,Personal,9.62,612
23,male,Associate,66000,0,Mortgage,2000,Education,10.74,637
26,male,Bachelor,39000,4,Rent,6400,Venture,14.35,664
22,female,High School,66000,0,Mortgage,5000,Medical,6.03,619
23,female,Associate,39000,0,Rent,6400,Education,8.9,687
24,female,Bachelor,41000,3,Rent,6400,Medical,9.99,605
26,female,High School,42000,8,Rent,6400,Home Renovate,17.49,553
26,female,High School,66000,1,Mortgage,5000,Education,6.62,646
21,male,Associate,43000,0,Rent,6400,Medical,12.69,672
22,male,High School,36000,2,Rent,6400,Debt Settlement,15.95,676
22,male,Bachelor,66000,0,Mortgage,15750,Personal,6.62,662
23,male,Bachelor,43000,0,Rent,6400,Education,11.01,633
26,female,Associate,66000,5,Mortgage,9600,Personal,6.62,590
23,female,High School,66000,2,Mortgage,4800,Education,12.42,621
26,male,Associate,44000,3,Rent,6400,Medical,5.99,644
23,female,Associate,45000,2,Rent,6400,Debt Settlement,11.01,650
23,male,Bachelor,65000,0,Mortgage,6000,Medical,6.03,642
26,male,Associate,46000,2,Rent,6400,Personal,9.88,618
23,male,High School,66000,2,Mortgage,7000,Venture,6.62,635
25,male,High School,66000,3,Own,15000,Education,11.01,640
22,female,Associate,66000,1,Mortgage,7000,Medical,10.65,679
23,female,Bachelor,66000,3,Mortgage,8500,Venture,12.42,592
25,female,High School,47000,0,Rent,6400,Venture,7.88,608
24,male,Master,48000,5,Rent,6400,Personal,10.36,619
25,male,Bachelor,51000,0,Rent,6400,Medical,14.79,614
22,male,Associate,66000,0,Own,25000,Personal,11.01,690
22,female,Bachelor,47000,2,Rent,6400,Debt Settlement,20,664
25,female,Master,66000,4,Mortgage,7000,Venture,18.64,688
26,female,Master,56000,5,Rent,6400,Medical,9.67,682
22,female,Bachelor,57000,0,Rent,6400,Education,11.01,680
22,male,Bachelor,66000,2,Mortgage,15000,Medical,11.99,597
23,female,Associate,66000,0,Mortgage,5000,Debt Settlement,9.99,587
26,female,Associate,59000,5,Mortgage,15000,Education,5.99,627
24,female,Associate,66000,0,Mortgage,5000,Personal,5.42,643
22,female,Bachelor,58000,1,Mortgage,6500,Venture,15.99,535
25,male,High School,66000,2,Mortgage,5500,Education,10.59,624
26,male,Associate,59000,1,Rent,6400,Debt Settlement,13.47,618
23,male,High School,66000,0,Mortgage,1400,Debt Settlement,5.42,636
25,male,High School,61000,5,Rent,6400,Home Renovate,9.91,632
25,male,Bachelor,59000,4,Mortgage,2250,Personal,8.49,675
23,female,High School,61000,1,Rent,6400,Education,20,586
24,female,Associate,66000,3,Mortgage,13000,Personal,7.49,557
21,male,High School,58000,0,Mortgage,18000,Debt Settlement,15.62,589
23,male,Bachelor,61000,0,Rent,6400,Venture,6.91,606
24,male,Associate,66000,0,Mortgage,8500,Home Renovate,10.99,653
25,female,High School,67000,2,Rent,6400,Education,10.71,670
22,male,Bachelor,66000,3,Mortgage,5000,Education,15.62,517
24,female,Bachelor,60000,1,Rent,6400,Medical,11.01,672
22,male,Associate,65000,0,Own,2000,Venture,10.99,678
25,male,Bachelor,66000,3,Mortgage,12000,Personal,16.49,706
24,male,Associate,66000,0,Mortgage,8000,Personal,7.49,631
24,male,Associate,66000,2,Mortgage,8000,Personal,10.99,646
24,male,Bachelor,73000,5,Rent,6400,Debt Settlement,11.01,728
23,male,High School,66000,0,Mortgage,8800,Medical,10.99,592
22,female,Master,76000,2,Rent,6400,Personal,11.71,699
22,female,Bachelor,76000,1,Rent,6400,Education,8.49,586
24,male,Bachelor,66000,2,Mortgage,4000,Venture,5.42,684
23,female,Bachelor,66000,0,Mortgage,2000,Personal,5.42,611
24,male,High School,66000,0,Mortgage,11000,Venture,5.42,670
24,male,Bachelor,79000,5,Rent,6400,Debt Settlement,10.65,614
24,female,Associate,79000,4,Rent,6400,Venture,9.99,651
23,female,High School,65000,1,Mortgage,3000,Venture,5.42,551
21,female,Bachelor,85000,0,Rent,6400,Personal,17.49,593
22,male,High School,66000,4,Mortgage,3000,Debt Settlement,10,627
25,female,Associate,66000,2,Mortgage,13000,Home Renovate,6.92,639
22,female,Associate,87000,0,Rent,6400,Education,13.11,568
22,male,Bachelor,88000,0,Rent,6400,Education,6.91,640
26,male,Bachelor,66000,1,Mortgage,5000,Medical,5.79,652
25,female,Master,91000,0,Rent,6400,Personal,15.99,489
26,male,High School,84000,4,Rent,6400,Education,16.4,590
26,male,High School,66000,5,Mortgage,7200,Home Renovate,5.42,609
25,male,Associate,66000,3,Mortgage,4000,Personal,11.11,611
24,female,Associate,91000,3,Rent,6400,Venture,10.36,619
24,male,High School,93000,4,Rent,6400,Education,7.51,611
25,female,Associate,66000,1,Mortgage,8000,Venture,6.92,666
25,male,High School,66000,4,Mortgage,8400,Medical,11.11,615
24,female,Bachelor,97000,3,Rent,6400,Medical,7.49,650
21,male,High School,66000,2,Own,20000,Venture,10.74,658
25,male,Associate,66000,4,Mortgage,5100,Debt Settlement,9.62,650
24,female,Bachelor,113000,2,Rent,6400,Venture,13.23,534
22,female,Associate,133000,1,Rent,6400,Medical,9.32,568
25,female,Associate,66000,4,Mortgage,6000,Education,6.17,664
25,male,Bachelor,134000,3,Rent,6400,Venture,13.67,655
24,male,High School,136000,3,Rent,6400,Home Renovate,6.62,672
22,female,High School,65000,0,Mortgage,13200,Debt Settlement,9.99,653
22,male,Bachelor,66000,0,Mortgage,12000,Education,12.23,693
23,male,Bachelor,59000,4,Mortgage,1400,Medical,14.83,701
24,female,Associate,94000,6,Rent,6800,Debt Settlement,10.99,597
24,female,High School,66000,2,Mortgage,4000,Home Renovate,9.99,611
26,male,Bachelor,66000,4,Mortgage,10000,Education,8.88,652
24,male,High School,90000,2,Rent,6800,Debt Settlement,20,666
26,male,Associate,59000,7,Mortgage,5000,Medical,7.14,579
26,female,Associate,106000,4,Rent,6800,Education,12.99,681
23,male,High School,66000,1,Mortgage,2700,Medical,11.86,600
22,female,Associate,66000,1,Mortgage,4000,Medical,13.98,587
23,male,Associate,150000,1,Rent,6800,Debt Settlement,6.03,671
24,male,Bachelor,30000,0,Rent,6825,Medical,5.42,644
26,male,Associate,45000,2,Rent,6825,Venture,7.49,609
23,female,Associate,89000,2,Rent,6825,Debt Settlement,10.99,588
25,female,Master,51000,2,Rent,6850,Venture,11.01,667
22,male,Associate,58000,3,Rent,6850,Debt Settlement,10.65,668
25,male,High School,70000,4,Rent,6850,Medical,11.01,574
23,female,Bachelor,66000,4,Mortgage,10000,Education,11.49,667
22,female,High School,73000,0,Rent,6850,Education,7.14,630
25,male,Bachelor,97000,3,Rent,6875,Medical,11.86,590
24,male,High School,66000,3,Mortgage,15600,Medical,13.61,581
22,female,Bachelor,34000,2,Rent,6900,Debt Settlement,9.99,639
24,female,Bachelor,40000,2,Rent,6900,Home Renovate,17.56,583
24,male,High School,58000,4,Rent,6900,Medical,9.88,539
25,male,High School,71000,3,Rent,6900,Venture,7.66,547
23,male,Associate,65000,2,Own,6000,Venture,7.51,629
23,male,High School,59000,0,Mortgage,16800,Debt Settlement,14.59,603
26,male,High School,66000,4,Mortgage,10000,Home Renovate,7.51,610
25,female,Master,66000,1,Mortgage,16000,Personal,11.01,660
23,female,Bachelor,66000,1,Mortgage,10000,Venture,9.88,632
21,male,Associate,31000,0,Rent,6925,Education,11.71,629
26,female,Master,66000,3,Mortgage,14000,Personal,7.88,642
26,male,Associate,42000,1,Rent,6925,Debt Settlement,15.99,561
22,female,High School,95000,0,Rent,6925,Venture,9.62,625
21,male,Associate,58000,0,Mortgage,3500,Education,10.25,618
21,female,High School,66000,0,Mortgage,10000,Personal,11.01,656
26,male,Associate,66000,4,Mortgage,10800,Personal,7.88,691
22,male,Associate,31000,0,Rent,7000,Personal,13.85,582
24,male,Bachelor,66000,1,Own,1200,Education,13.11,686
21,female,High School,65000,0,Mortgage,13000,Venture,7.51,580
22,female,Bachelor,31000,0,Rent,7000,Medical,12.87,685
25,male,Bachelor,32000,3,Rent,7000,Debt Settlement,6.92,678
24,female,Associate,66000,0,Own,10000,Personal,10.99,665
22,male,High School,66000,1,Mortgage,9000,Personal,7.51,485
25,male,Associate,66000,5,Own,8000,Home Renovate,11.83,658
24,male,High School,66000,1,Mortgage,8525,Medical,8.59,605
21,male,Associate,32000,0,Rent,7000,Personal,14.84,638
24,female,Bachelor,66000,5,Mortgage,8700,Venture,7.05,690
23,male,Associate,32000,0,Rent,7000,Medical,7.4,578
23,male,Bachelor,33000,0,Rent,7000,Personal,13.79,594
24,female,High School,66000,0,Mortgage,9000,Medical,11.14,653
21,male,Master,34000,0,Rent,7000,Education,5.99,650
24,female,Master,66000,4,Mortgage,3000,Debt Settlement,7.05,709
22,female,Associate,66000,1,Mortgage,7000,Personal,8.94,577
24,female,High School,34000,2,Rent,7000,Personal,15.62,590
22,male,High School,59000,0,Mortgage,12000,Education,16,571
23,male,Associate,66000,3,Mortgage,3000,Debt Settlement,11.01,700
26,male,Master,66000,4,Mortgage,9000,Debt Settlement,8.94,706
25,male,High School,34000,2,Rent,7000,Medical,9.76,654
23,female,High School,34000,0,Rent,7000,Education,10.62,620
23,female,High School,66000,0,Mortgage,13650,Education,11.01,609
23,female,Bachelor,35000,0,Rent,7000,Debt Settlement,7.88,594
23,male,Bachelor,66000,0,Own,2800,Debt Settlement,14.42,652
25,male,Bachelor,35000,5,Rent,7000,Debt Settlement,10,634
26,female,Associate,36000,5,Rent,7000,Medical,6.92,568
23,male,Associate,66000,0,Mortgage,13500,Medical,9.63,550
23,female,Associate,35000,1,Rent,7000,Debt Settlement,12.73,657
26,female,Bachelor,35000,0,Rent,7000,Medical,5.42,613
23,female,High School,35000,2,Rent,7000,Medical,7.49,588
23,female,Bachelor,37000,0,Rent,7000,Venture,12.69,584
22,male,Associate,37000,0,Rent,7000,Medical,8.9,658
21,female,Master,37000,0,Rent,7000,Personal,10.99,608
21,female,Master,66000,0,Mortgage,8000,Medical,11.36,695
22,male,Master,37000,0,Rent,7000,Debt Settlement,16.49,638
26,male,Master,66000,6,Own,5000,Education,7.51,651
24,male,Master,66000,5,Mortgage,8000,Personal,8.63,626
22,female,Bachelor,37000,3,Rent,7000,Medical,9.62,647
25,female,Associate,37000,1,Rent,7000,Medical,10.62,654
26,male,Master,66000,3,Mortgage,7000,Home Renovate,7.49,574
25,male,High School,37000,4,Rent,7000,Medical,7.74,571
22,male,High School,37000,2,Rent,7000,Medical,17.58,524
22,male,Associate,66000,0,Mortgage,3500,Debt Settlement,6.39,554
26,male,Associate,37000,2,Rent,7000,Medical,10.71,674
25,male,High School,66000,0,Mortgage,8000,Personal,6.92,574
21,male,Bachelor,38000,0,Rent,7000,Debt Settlement,7.29,610
24,female,Bachelor,38000,2,Rent,7000,Venture,16.63,646
25,female,Bachelor,38000,2,Rent,7000,Education,7.51,651
26,male,Master,38000,3,Rent,7000,Education,11.01,675
25,female,Master,38000,3,Rent,7000,Education,7.88,680
22,female,Bachelor,39000,0,Rent,7000,Education,11.83,573
21,male,Bachelor,39000,0,Rent,7000,Venture,11.49,652
24,male,Master,66000,0,Mortgage,12000,Debt Settlement,11.01,700
24,male,Associate,66000,2,Mortgage,3300,Home Renovate,7.66,659
24,female,High School,59000,2,Mortgage,9800,Debt Settlement,15.7,545
25,female,Master,66000,2,Mortgage,12000,Home Renovate,9.63,623
22,male,Master,67000,0,Mortgage,7500,Education,10.59,688
23,male,High School,40000,1,Rent,7000,Home Renovate,14.26,623
22,male,Bachelor,40000,0,Rent,7000,Debt Settlement,6.62,711
24,male,Bachelor,40000,0,Rent,7000,Medical,13.98,574
22,female,Associate,40000,1,Rent,7000,Venture,7.29,601
26,male,Associate,66000,6,Mortgage,10000,Home Renovate,8.94,692
22,female,Associate,66000,3,Mortgage,4000,Personal,12.53,679
26,female,High School,66000,1,Own,24250,Home Renovate,12.18,475
23,male,High School,41000,0,Rent,7000,Education,6.62,553
23,female,Bachelor,41000,2,Rent,7000,Venture,7.9,692
23,female,Bachelor,40000,0,Rent,7000,Debt Settlement,13.61,633
22,female,Associate,59000,0,Mortgage,12000,Education,12.42,646
26,male,High School,66000,6,Mortgage,4800,Personal,11.01,598
24,male,Master,59000,0,Mortgage,8000,Education,11.01,699
22,female,High School,41000,0,Rent,7000,Debt Settlement,11.01,557
24,female,High School,41000,4,Rent,7000,Medical,14.27,645
24,female,Associate,41000,1,Rent,7000,Personal,13.61,668
26,female,Associate,42000,6,Rent,7000,Venture,8,672
24,male,Master,42000,0,Rent,7000,Debt Settlement,13.16,708
23,female,Bachelor,42000,2,Rent,7000,Personal,10.99,660
23,male,Associate,43000,1,Rent,7000,Medical,11.99,650
20,female,Associate,43000,0,Rent,7000,Medical,13.61,636
22,female,Bachelor,67000,0,Own,8000,Education,11.01,684
24,male,Bachelor,43000,0,Rent,7000,Medical,12.69,582
26,female,Associate,67000,2,Mortgage,5000,Education,16.82,659
23,female,Master,43000,0,Rent,7000,Debt Settlement,6.03,564
24,female,Bachelor,67000,2,Own,1000,Venture,8.59,597
25,female,High School,67000,4,Mortgage,3000,Home Renovate,10.99,631
25,male,High School,60000,1,Mortgage,6000,Personal,15.23,646
24,female,Master,43000,0,Rent,7000,Personal,5.99,624
26,male,Associate,43000,4,Rent,7000,Venture,10.99,670
23,female,Associate,67000,0,Mortgage,5500,Education,6.03,563
23,female,High School,43000,0,Rent,7000,Education,10.99,644
22,male,Bachelor,67000,2,Mortgage,25000,Debt Settlement,12.42,675
25,male,Associate,43000,4,Rent,7000,Personal,8.94,661
23,male,Master,67000,3,Mortgage,2100,Education,11.49,691
21,female,High School,43000,0,Rent,7000,Venture,11.34,623
21,male,High School,36000,0,Rent,7000,Medical,12.61,583
23,female,Bachelor,67000,0,Mortgage,1925,Medical,10.59,643
22,male,High School,43000,0,Rent,7000,Debt Settlement,9.99,628
24,male,Master,67000,2,Mortgage,5500,Venture,5.99,689
22,male,Bachelor,36000,0,Rent,7000,Education,14.22,624
24,male,Bachelor,44000,1,Rent,7000,Medical,6.03,668
23,female,Associate,44000,0,Rent,7000,Education,7.9,499
23,male,Associate,44000,1,Rent,7000,Venture,10.65,632
23,female,High School,44000,0,Rent,7000,Education,9.99,624
23,male,Associate,67000,1,Mortgage,15000,Debt Settlement,11.01,667
22,female,High School,67000,0,Mortgage,12000,Education,9.63,508
24,female,Associate,67000,0,Own,10000,Education,10.37,622
